id,name,did,fid,sid,works_count
T12808,Ferroelectric and Negative Capacitance Devices,D1,F1,S2,23176
T14177,Water Resources and Management,D1,F4,S42,23123
T12878,Pharmaceutical Quality and Counterfeiting,D4,F22,S192,23116
T12210,Policy Transfer and Learning,D2,F13,S108,23110
T14360,Psidium guajava Extracts and Applications,D3,F21,S185,23108
T12143,Place Attachment and Urban Studies,D2,F13,S105,23098
T12452,Electrowetting and Microfluidic Technologies,D1,F1,S2,23083
T14207,Higher Education Practises and Engagement,D2,F13,S107,23073
T11646,Nonlocal and gradient elasticity in micro/nano structures,D1,F5,S46,23018
T12533,Aldose Reductase and Taurine,D3,F18,S160,22978
T13419,Ego Development and Educational Practices,D2,F15,S130,22971
T13764,Political theory and Gramsci,D2,F13,S105,22952
T11739,Microwave Imaging and Scattering Analysis,D1,F1,S8,22945
T14206,Animal Law and Welfare,D2,F13,S110,22943
T13081,Digital Education and Society,D1,F3,S26,22927
T13983,Cybersecurity and Information Systems,D1,F3,S29,22861
T12793,Caveolin-1 and cellular processes,D3,F18,S160,22830
T11704,Mobile Crowdsensing and Crowdsourcing,D1,F3,S27,22783
T14429,Global Political and Social Dynamics,D2,F13,S108,22783
T12197,Brake Systems and Friction Analysis,D1,F1,S15,22780
T13132,"Hydropower, Displacement, Environmental Impact",D2,F13,S105,22776
T13878,Case Reports on Hematomas,D4,F22,S190,22769
T13904,Artificial Intelligence Applications,D1,F3,S25,22730
T13578,Stonefly species taxonomy and ecology,D1,F1,S4,22698
T13852,Seismic and Structural Analysis of Tall Buildings,D1,F1,S6,22651
T13039,Magnesium Oxide Properties and Applications,D1,F5,S46,22643
T13700,Gender Studies and Social Issues,D2,F13,S122,22601
T12839,Emile Durkheim and Sociology,D2,F13,S105,22581
T13563,Chemical Analysis and Environmental Impact,D1,F4,S44,22572
T12521,Death Anxiety and Social Exclusion,D2,F15,S132,22545
T12528,"IL-33, ST2, and ILC Pathways",D3,F20,S179,22496
T13336,Religious Freedom and Discrimination,D2,F13,S110,22443
T12654,Xenotransplantation and immune response,D4,F22,S190,22424
T12434,Phosphodiesterase function and regulation,D3,F18,S158,22395
T14227,Educational Practices and Challenges,D2,F13,S107,22374
T12887,Educational Strategies and Epistemologies,D2,F15,S134,22301
T12772,Control and Stability of Dynamical Systems,D1,F1,S9,22297
T12526,Antimicrobial agents and applications,D1,F7,S63,22277
T11565,Thermoelastic and Magnetoelastic Phenomena,D1,F1,S10,22274
T13571,"Corporeality, Perception, and Education",D2,F12,S104,22229
T13959,"Swearing, Euphemism, Multilingualism",D2,F13,S118,22203
T14373,Securities Regulation and Market Practices,D2,F16,S142,22096
T13483,Herbal Medicine Research Studies,D4,F22,S197,22000
T13651,Medicinal Plants and Bioactive Compounds,D3,F18,S158,21982
T13661,Reformed Theology and Governance,D2,F12,S92,21976
T13895,Educational Leadership and Innovation,D2,F13,S107,21975
T13812,AI and HR Technologies,D2,F16,S141,21937
T12628,Polymer Foaming and Composites,D1,F5,S51,21932
T12933,Franchising Strategies and Performance,D2,F16,S137,21909
T12122,Physical Unclonable Functions (PUFs) and Hardware Security,D1,F3,S30,21902
T13416,Educational Theory and Curriculum Studies,D2,F13,S105,21891
T12135,Fuzzy Systems and Optimization,D1,F8,S70,21881
T13991,Nuclear Receptors and Signaling,D3,F19,S171,21881
T12063,Heat and Mass Transfer in Porous Media,D1,F1,S3,21879
T14056,Safety Warnings and Signage,D2,F15,S132,21851
T14060,Education and Communication Studies,D2,F13,S107,21806
T12723,Hannah Arendt's Political Philosophy,D2,F13,S108,21799
T12580,Vagus Nerve Stimulation Research,D3,F19,S172,21794
T12529,Ga2O3 and related materials,D1,F5,S52,21786
T13874,Information Architecture and Usability,D1,F3,S26,21785
T13967,"Conservation, Ecology, Wildlife Education",D1,F4,S37,21760
T12889,"Psychoanalysis, Philosophy, and Politics",D2,F15,S130,21756
T14304,Transport Systems and Technology,D1,F1,S5,21669
T13630,Agriculture Market Analysis Ukraine,D3,F17,S154,21667
T13709,Education in Diverse Contexts,D2,F13,S107,21647
T13441,Ottoman Empire History and Society,D2,F13,S105,21610
T12865,Tailings Management and Properties,D1,F1,S6,21606
T13805,Adolescent Health and Behaviors,D4,F23,S224,21464
T11931,Organoselenium and organotellurium chemistry,D3,F21,S186,21453
T12943,COVID-19 Digital Contact Tracing,D1,F3,S26,21445
T12269,Effects of Vibration on Health,D4,F22,S199,21403
T12809,Contact Mechanics and Variational Inequalities,D1,F3,S31,21356
T12155,Microwave Dielectric Ceramics Synthesis,D1,F1,S2,21345
T11802,Chemical Looping and Thermochemical Processes,D1,F1,S8,21318
T14488,Chemical and Physical Studies,D3,F18,S157,21287
T14341,"Education, Technology, and Ethics",D1,F4,S37,21232
T13728,"Crime, Deviance, and Social Control",D2,F13,S105,21188
T12101,Advanced Bandit Algorithms Research,D2,F14,S128,21163
T14150,Biochemical and biochemical processes,D3,F18,S167,21046
T12371,Electrical Contact Performance and Analysis,D1,F1,S5,20984
T14416,"Health, Technology, Consumer Behavior",D4,F23,S232,20948
T13348,Pancasila Values in Education,D2,F13,S107,20937
T13014,Peace and Human Rights Education,D2,F13,S105,20929
T14454,Polymer Science and Applications,D1,F1,S5,20914
T14405,Fisheries and Aquaculture Studies,D3,F17,S154,20868
T13608,Advanced Computational Techniques in Science and Engineering,D1,F3,S26,20853
T14043,Historical and modern epidemiology studies,D2,F13,S105,20809
T12082,Takotsubo Cardiomyopathy and Associated Phenomena,D4,F22,S196,20777
T12326,Network Packet Processing and Optimization,D1,F3,S30,20756
T13264,Walter Benjamin Studies Compilation,D2,F12,S92,20755
T12548,Hemostasis and retained surgical items,D4,F22,S216,20713
T13207,Youth Substance Use and School Attendance,D2,F13,S107,20691
T13671,Philosophy and Phenomenology Studies,D2,F13,S109,20663
T11525,Piezoelectric Actuators and Control,D1,F1,S9,20657
T12464,Neurological Complications and Syndromes,D4,F22,S202,20657
T13461,Vladimir Nabokov Literary Studies,D2,F13,S112,20652
T12092,Erosion and Abrasive Machining,D1,F4,S36,20501
T13192,Forensic Fingerprint Detection Methods,D2,F13,S124,20496
T13761,HIV/AIDS oral health manifestations,D4,F22,S192,20495
T13989,Labour Market and Migration,D2,F13,S122,20473
T12761,Data Stream Mining Techniques,D1,F3,S25,20432
T13309,Reliability and Agreement in Measurement,D2,F14,S127,20419
T14038,"Youth, Politics, and Society",D2,F13,S105,20408
T12181,Agricultural and Biological Research,D3,F17,S151,20390
T13615,Transportation Systems and Safety,D1,F3,S33,20328
T14152,Healthcare Facilities Design and Sustainability,D2,F13,S111,20325
T14138,Life Cycle Costing Analysis,D2,F16,S138,20315
T13629,Text Readability and Simplification,D1,F3,S25,20299
T13707,"Literature, Language, and Rhetoric Studies",D2,F13,S105,20287
T13930,Diverse Education and Engineering Focus,D2,F13,S107,20240
T12978,Innovative Teaching Methodologies in Social Sciences,D2,F13,S107,20231
T13480,Innovations and Analysis in Business and Education,D2,F14,S128,20151
T14466,"Migration, Health, Geopolitics, Historical Geography",D2,F13,S114,20147
T14350,"Innovation, Sustainability, Human-Machine Systems",D2,F13,S105,20100
T13748,Advanced Statistical Modeling Techniques,D1,F3,S29,20049
T13775,Hydrogen's biological and therapeutic effects,D4,F22,S190,20041
T14031,Global and Cross-Cultural Management,D2,F13,S106,20035
T13087,Simone de Beauvoir and Sartre,D2,F12,S92,20013
T14247,"Borges, Kipling, and Jewish Identity",D2,F12,S93,19985
T12491,Superconductivity in MgB2 and Alloys,D1,F2,S20,19983
T12551,Forgiveness and Related Behaviors,D2,F15,S132,19966
T12567,Heat transfer and supercritical fluids,D1,F1,S3,19919
T14398,Agriculture and Social Issues,D3,F17,S146,19917
T13455,"Decadence, Literature, and Society",D2,F13,S105,19908
T13512,Spatial and Cultural Studies,D2,F13,S119,19908
T13976,Web visibility and informetrics,D1,F3,S26,19839
T12247,Microbial Applications in Construction Materials,D1,F4,S38,19802
T11790,N-Heterocyclic Carbenes in Organic and Inorganic Chemistry,D1,F7,S63,19765
T13328,Osteomyelitis and Bone Disorders Research,D4,F22,S211,19694
T12820,Chromatin Remodeling and Cancer,D3,F18,S158,19653
T14375,"Cultural, Linguistic, Economic Studies",D2,F13,S109,19613
T13943,Beetle Biology and Toxicology Studies,D3,F18,S163,19604
T12368,Grey System Theory Applications,D2,F14,S128,19596
T14014,Transportation Systems and Infrastructure,D2,F16,S140,19576
T13219,Mind wandering and attention,D3,F19,S173,19485
T12883,Sustainable Development and Environmental Management,D1,F4,S37,19274
T12131,Wireless Signal Modulation Classification,D1,F3,S25,19269
T13254,Macrophage Migration Inhibitory Factor,D3,F20,S179,19264
T13232,Laser-Ablation Synthesis of Nanoparticles,D1,F1,S8,19220
T12079,IoT Networks and Protocols,D1,F1,S2,19219
T13906,Social Issues and Policies,D2,F13,S124,19191
T13397,Hallucinations in medical conditions,D3,F19,S173,19124
T12643,Sustainability and Ecological Systems Analysis,D1,F4,S38,19103
T13985,Enterprise Management and Information Systems,D2,F16,S140,19075
T13115,Axial and Atropisomeric Chirality Synthesis,D1,F7,S63,19020
T12740,Gait Recognition and Analysis,D1,F1,S8,19016
T14370,"Economic, Social, and Health Studies",D2,F11,S89,19016
T14319,Currency Recognition and Detection,D1,F3,S28,18997
T12861,"Migration, Education, Indigenous Social Dynamics",D2,F13,S112,18964
T13549,Minority Rights and Languages,D2,F13,S108,18948
T13857,Mining and Industrial Processes,D3,F17,S151,18935
T13149,Organizational Change and Leadership,D2,F16,S141,18913
T12523,Nasolacrimal Duct Obstruction Treatments,D4,F22,S206,18852
T12601,Web Applications and Data Management,D1,F3,S26,18840
T12758,Saffron Plant Research Studies,D4,F22,S204,18809
T13250,Semiotics and Representation Studies,D2,F12,S93,18789
T14188,Latin American Legal and Economic Studies,D2,F13,S108,18781
T14016,International Relations and Autism,D2,F13,S111,18736
T12880,Qualitative Research Methods and Applications,D2,F13,S107,18683
T12345,Adult and Continuing Education Topics,D2,F13,S107,18661
T13266,Indigenous Studies in Latin America,D2,F13,S112,18645
T13833,Ferrocene Chemistry and Applications,D1,F7,S63,18630
T14326,Ear and Head Tumors,D4,F22,S204,18583
T13052,Molecular Communication and Nanonetworks,D1,F1,S8,18576
T14228,Religion and Sociopolitical Dynamics in Nigeria,D2,F13,S109,18562
T12901,Tattoo and Body Piercing Complications,D2,F13,S112,18531
T12416,Polymer Nanocomposite Synthesis and Irradiation,D1,F5,S51,18518
T13062,Cognitive Computing and Networks,D1,F3,S25,18511
T14082,"Modeling, Simulation, and Optimization",D1,F8,S76,18501
T13893,Sustainable Development and Policies,D1,F4,S37,18482
T13790,Waste Management and Environmental Impact,D1,F1,S5,18477
T14140,Elite Sociology and Global Capitalism,D2,F13,S105,18456
T12638,Pomegranate: compositions and health benefits,D4,F24,S235,18435
T12818,"Pneumothorax, Barotrauma, Emphysema",D4,F22,S200,18383
T14296,Climate Change and Sustainable Development,D1,F4,S40,18358
T12662,Digitalization and Economic Development in Agriculture,D2,F16,S137,18352
T13353,Flow Experience in Various Fields,D2,F15,S134,18337
T14264,"Law, Ethics, and AI Impact",D2,F16,S141,18294
T13218,Sesame and Sesamin Research,D3,F17,S146,18268
T13403,Higher Education in Latin America,D2,F13,S107,18219
T13399,Unemployment and Economic Growth,D2,F11,S89,18209
T13862,"Soil, Finite Element Methods",D1,F1,S10,18209
T14520,Sustainable Urban and Rural Development,D2,F13,S111,18189
T14224,"Oil, Gas, and Environmental Issues",D1,F9,S78,18139
T14019,Socioeconomic and Demographic Analysis,D1,F4,S37,18108
T12024,Ultra-Wideband Communications Technology,D1,F1,S2,18106
T13826,"Bangladesh Politics, Society, and Development",D2,F13,S108,18100
T14457,Intellectual Property Rights and Media,D2,F13,S108,18100
T13197,Spreadsheets and End-User Computing,D1,F3,S35,18097
T13740,Soil Science and Environmental Management,D3,F17,S152,18089
T12440,Karl Barth and Christian Theology,D2,F12,S92,17968
T13798,Hops Chemistry and Applications,D3,F21,S185,17945
T13150,Study and Philosophy of Religion,D2,F12,S92,17812
T14141,Colonial History and Postcolonial Studies,D2,F13,S105,17733
T12483,Global Urban Networks and Dynamics,D2,F13,S111,17720
T13272,Psychological Treatments and Assessments,D2,F15,S130,17716
T13105,Synthesis and pharmacology of benzodiazepine derivatives,D1,F7,S63,17697
T13431,Education Methods and Integration,D2,F16,S141,17683
T13974,"Health, Education, and Aging",D2,F13,S123,17675
T14050,Forest Ecology and Conservation,D3,F17,S155,17655
T14114,Digital Media and Philosophy,D1,F3,S27,17650
T14245,Biomarkers in Disease Mechanisms,D3,F20,S179,17650
T14461,Medicinal Plant Studies,D4,F22,S197,17608
T14240,E-Learning and COVID-19,D2,F13,S107,17596
T13137,Strategic Planning and Analysis,D2,F16,S137,17591
T13789,Global Education Systems and Policies,D2,F13,S107,17590
T12944,Animal Nutrition and Health,D3,F17,S146,17585
T14314,"Violence, Religion, and Philosophy",D2,F12,S92,17553
T13825,Economic Policies and Impacts,D2,F11,S89,17537
T13678,Agricultural Research and Practices,D3,F17,S154,17516
T12426,Lymphatic Disorders and Treatments,D4,F22,S190,17515
T14286,Parkinson's Disease and Spinal Disorders,D4,F22,S172,17447
T12106,Surface Treatment and Residual Stress,D1,F1,S5,17432
T12476,Intraoperative Neuromonitoring and Anesthetic Effects,D4,F22,S190,17401
T13489,Synthesis of β-Lactam Compounds,D1,F7,S63,17355
T13859,Organic Chemistry Synthesis Methods,D1,F7,S63,17317
T13648,Cerebrovascular and genetic disorders,D4,F22,S172,17298
T13942,International Human Rights and Reproductive Law,D2,F13,S108,17288
T12879,Distributed Sensor Networks and Detection Algorithms,D1,F3,S29,17253
T14001,Evelyn Waugh and Hans Urs von Balthasar Studies,D2,F12,S93,17248
T12453,Infectious Aortic and Vascular Conditions,D4,F22,S190,17245
T12833,Bartonella species infections research,D3,F20,S181,17231
T13426,Kruppel-like factors research,D3,F18,S158,17206
T13434,Cancer Research and Treatment,D4,F22,S204,17185
T13810,Legal Systems and Institutions,D2,F16,S137,17138
T12914,Infectious Disease Case Reports and Treatments,D4,F22,S195,17121
T13320,Ukrainian Cultural and Linguistic Studies,D2,F13,S105,17118
T13791,Veterinary medicine and infectious diseases,D4,F26,S243,17085
T14338,"Leadership, Human Resources, Global Affairs",D2,F13,S108,17060
T14492,"War, Law, and Justice",D2,F13,S108,17047
T13792,Morinda citrifolia extract uses,D4,F22,S197,17045
T14385,Franz Kafka Literary Studies,D2,F12,S93,17007
T13921,Biological Stains and Phytochemicals,D4,F22,S185,16995
T13298,Solar Energy Systems and Technologies,D1,F1,S5,16964
T13949,Belt and Road Initiative,D2,F11,S89,16927
T12676,Machine Learning and ELM,D1,F3,S25,16845
T14092,"Ethics, Aesthetics, and Art",D2,F12,S92,16838
T13082,Water and Land Management,D1,F4,S37,16829
T13581,New Caledonia Indigenous Studies,D2,F13,S105,16731
T13827,Mechatronics Education and Applications,D1,F1,S5,16718
T13771,Advanced Research in Science and Engineering,D1,F8,S72,16713
T12835,FOXO transcription factor regulation,D3,F18,S158,16705
T13054,Agricultural and Financial Auditing,D3,F17,S154,16694
T13183,Islanding Detection in Power Systems,D1,F1,S2,16668
T14074,Persona Design and Applications,D1,F3,S34,16667
T12429,Chemotherapy-induced organ toxicity mitigation,D4,F22,S205,16623
T14333,Dermatoglyphics and Human Traits,D3,F18,S159,16623
T13536,Psychological and Temporal Perspectives Research,D2,F15,S133,16610
T14501,Global Economic and Social Development,D2,F11,S89,16546
T14419,Banking Systems and Strategies,D2,F16,S138,16518
T13660,Philosophical and Historical Studies,D2,F13,S105,16516
T13777,Cognitive and psychological constructs research,D2,F15,S132,16442
T13881,Sociology and Norbert Elias,D2,F13,S105,16419
T13732,"Aerospace, Electronics, Mathematical Modeling",D1,F4,S41,16403
T12479,Web Application Security Vulnerabilities,D1,F3,S26,16384
T12951,Burkholderia infections and melioidosis,D4,F22,S193,16363
T13934,Indigenous Knowledge Systems and Agriculture,D3,F17,S146,16331
T13021,Geology and Environmental Impact Studies,D2,F13,S110,16319
T14065,Biological Research and Disease Studies,D3,F18,S158,16318
T13679,Tardigrade Biology and Ecology,D3,F17,S148,16290
T13030,Survey Sampling and Estimation Techniques,D1,F8,S70,16204
T13279,Safe Handling of Antineoplastic Drugs,D4,F23,S229,16124
T12905,Management Systems and Quality Improvement,D2,F16,S137,16116
T13391,Innovations in Aquaponics and Hydroponics Systems,D3,F17,S149,16115
T14336,Land Use and Management,D2,F13,S108,16095
T13670,Ziziphus Jujuba Studies and Applications,D3,F17,S151,16058
T13505,Apelin-related biomedical research,D4,F22,S185,16050
T12892,Social Power and Status Dynamics,D2,F13,S105,16041
T13708,History of Emotions Research,D2,F12,S97,16018
T13981,"Violence, Education, and Gender Studies",D2,F13,S107,16017
T13012,Coenzyme Q10 studies and effects,D3,F18,S158,15992
T13715,Power Line Inspection Robots,D1,F1,S5,15991
T12569,Restless Legs Syndrome Research,D4,F22,S193,15960
T12750,Nigella sativa pharmacological applications,D4,F22,S197,15958
T13935,Mathematical Control Systems and Analysis,D1,F3,S25,15935
T13486,"Literature, Magical Realism, García Márquez",D2,F12,S93,15909
